"age","sexe","filiere","domicile","revenus","situation","etudes","fruits","malbouffe","exercice","imc"
18,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",2,13.5,57,24.2
18,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,12.5,57,32.9
18,"Homme","Litteraire","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",2,13.3,58,34.2
18,"Homme","Autre","Familial","Famille","Correcte","Autre",4,10.6,58,21.9
18,"Homme","SciencePo","ResidenceU","Remuneration","Difficile","Autre",2,13.8,61,33.8
18,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",4,10.5,62,23.1
18,"Femme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",5,7.9,64,27.6
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,10.5,65,.
.,"Femme","Autre",.,"Famille",.,.,.,10.6,66,.
18,"Homme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",3,12,67,27.5
18,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,10.9,67,31
18,"Femme","Autre","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",4,10.3,67,27.4
18,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,11.6,67,26.7
18,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",4,11.3,68,28.7
18,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",2,14.1,69,28.1
18,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",4,10.5,70,26.9
18,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",3,12.7,72,24.6
18,"Homme","Scientifique","Collocation","Multi-sources","Correcte","Autre",2,14,76,24.1
18,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",4,11.3,76,24.7
18,"Femme","Autre","ResidenceU","Remuneration","Correcte","Autre",3,12.3,79,28.6
18,"Femme","Autre","Autre","Remuneration","Difficile","Autre",4,10.3,79,26.9
18,"Femme","Scientifique","Collocation","Famille","Confortable","Autre",5,7.9,80,26.4
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,12.2,80,.
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,13.7,80,.
18,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",5,7.7,83,20.3
18,"Femme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",6,6.8,86,27.6
.,"Femme","Litteraire",.,"Famille",.,.,.,9.6,86,.
18,"Homme","Litteraire","Collocation","Multi-sources","Correcte","Autre",3,12.8,88,31.8
18,"Femme","Litteraire","Collocation","Remuneration","Correcte","Autre",3,12.4,88,26.3
18,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Autre",4,10.9,89,26.6
18,"Homme","Autre","Collocation","Remuneration","Difficile","Autre",3,11.7,90,25.7
18,"Femme","Autre","Familial","Famille","Correcte","Au moins 1 etudes sup",6,6.4,91,21.6
18,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",4,9.8,91,25.6
18,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",4,10.1,92,27.2
18,"Femme","Scientifique","Autre","Remuneration","Difficile","Autre",4,11.1,92,30.6
18,"Femme","Litteraire","Familial","Famille","Correcte","Autre",5,8.5,94,24.2
.,"Femme","Scientifique",.,"Famille",.,.,.,9.5,96,.
18,"Homme","Litteraire","Familial","Famille","Correcte","Au moins 1 etudes sup",5,8.5,99,26
18,"Homme","Scientifique","Collocation","Famille","Correcte","Autre",3,11.8,99,33.2
.,"Femme","Litteraire",.,"Remuneration",.,.,.,9.4,99,.
18,"Homme","Autre","SeulAppartement","Famille","Correcte","Autre",4,11.3,100,28.4
18,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,11.9,100,20
18,"Homme","Scientifique","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",3,12.3,102,25.6
18,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Autre",4,9.5,106,25.6
18,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,11,106,19.3
18,"Homme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",2,13.5,107,26.8
.,"Femme","SciencePo",.,"Remuneration",.,.,.,9.7,107,.
18,"Homme","SciencePo","SeulAppartement","Famille","Correcte","Autre",3,12.9,108,27.2
18,"Homme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,10.8,109,29.9
18,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",4,10,110,26.3
18,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,13.1,110,28.2
18,"Femme","Scientifique","ResidenceU","Multi-sources","Confortable","Au moins 1 etudes sup",4,10.9,112,27.6
18,"Femme","Autre","SeulAppartement","Remuneration","Difficile","Autre",4,10,113,24.4
.,"Femme","Scientifique",.,"Famille",.,.,.,7.2,115,.
18,"Femme","Litteraire","Collocation","Remuneration","Correcte","Autre",4,11,115,25.7
18,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",4,9.7,118,25.2
18,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,8.4,120,26.2
18,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",6,6.7,122,31.2
18,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,10.6,127,30.8
.,"Femme","Autre",.,"Remuneration",.,.,.,10.3,127,.
18,"Femme","SciencePo","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",4,11,129,26.5
18,"Homme","Litteraire","Familial","Famille","Correcte","Autre",3,11.5,130,22
18,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",4,11,131,23.1
.,"Femme","Scientifique",.,"Famille",.,.,.,9.7,133,.
18,"Femme","Scientifique","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,7.8,133,30.2
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.4,133,.
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.2,133,.
18,"Homme","Litteraire","Autre","Remuneration","Difficile","Autre",2,15.2,139,25.3
18,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",2,13.6,143,30.1
18,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",4,10.7,144,23.5
18,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,6,150,21.3
18,"Femme","SciencePo","ResidenceU","Remuneration","Difficile","Autre",2,13.6,153,28.1
18,"Homme","Autre","Familial","Multi-sources","Correcte","Autre",5,7.7,154,27.6
18,"Femme","Scientifique","Familial","Famille","Confortable","Autre",5,7.5,155,30.4
18,"Femme","Litteraire","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",2,14,155,22.1
18,"Homme","Scientifique","Familial","Famille","Correcte","Autre",4,10,156,33.8
.,"Femme","Scientifique",.,"Famille",.,.,.,11.4,160,.
18,"Femme","Litteraire","SeulAppartement","Famille","Confortable","Autre",4,11,163,22.9
18,"Homme","Autre","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.1,166,28.6
18,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",5,9.2,168,20.8
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.2,172,.
18,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,12.3,173,27.3
18,"Femme","Scientifique","Familial","Famille","Correcte","Au moins 1 etudes sup",6,5.7,174,23
18,"Femme","SciencePo","Autre","Remuneration","Difficile","Autre",3,11.4,180,21.5
.,"Femme","Scientifique",.,"Remuneration",.,.,.,13,184,.
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,10.2,194,.
.,"Homme","Litteraire",.,"Famille",.,.,.,10.3,201,.
.,"Femme","SciencePo",.,"Multi-sources",.,.,.,10.7,203,.
18,"Homme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,12.4,209,26.1
.,"Homme","Litteraire",.,"Remuneration",.,.,.,13.5,219,.
.,"Homme","Scientifique",.,"Famille",.,.,.,9.3,225,.
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,4.5,230,.
18,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,6.6,231,16.9
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,9.9,237,.
18,"Homme","SciencePo","Collocation","Remuneration","Confortable","Autre",4,10.7,241,27.3
18,"Homme","SciencePo","ResidenceU","Multi-sources","Correcte","Autre",2,15.3,244,34.7
18,"Femme","Scientifique","Familial","Famille","Correcte","Au moins 1 etudes sup",7,5,256,27.4
18,"Homme","Autre","Collocation","Famille","Correcte","Autre",4,10.8,256,23
18,"Homme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",2,15,277,16.9
19,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Autre",4,9.8,1,27
19,"Homme","Litteraire","Collocation","Multi-sources","Correcte","Autre",3,12.4,1,27.5
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.1,1,.
19,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,11.8,1,28.8
19,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",5,8.4,2,26.2
19,"Femme","SciencePo","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",4,9.5,2,28.4
19,"Femme","Autre","Collocation","Remuneration","Correcte","Autre",4,10.6,4,27.4
.,"Femme","Scientifique",.,"Remuneration",.,.,.,9.5,4,.
.,"Femme","Autre",.,"Famille",.,.,.,10.3,5,.
19,"Homme","SciencePo","Collocation","Multi-sources","Correcte","Autre",4,11.3,5,31.4
19,"Femme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",3,12.8,5,28.8
19,"Homme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",2,14.8,5,32.7
19,"Femme","Litteraire","SeulAppartement","Remuneration","Difficile","Autre",3,11.8,5,23.7
19,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Autre",4,11.3,6,31.2
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.1,6,.
19,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,12.3,6,27.6
19,"Homme","Scientifique","Autre","Famille","Correcte","Autre",3,12.4,7,25
19,"Homme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",2,15.1,7,21.7
19,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,11.7,7,25.6
.,"Femme","Litteraire",.,"Famille",.,.,.,11,8,.
19,"Femme","SciencePo","Collocation","Remuneration","Correcte","Autre",4,10.4,8,21.2
19,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,11.2,9,26
19,"Femme","Litteraire","Autre","Remuneration","Correcte","Autre",4,10.3,9,21.8
19,"Femme","Scientifique","Autre","Multi-sources","Difficile","Autre",5,7.5,9,18.7
19,"Homme","Litteraire","SeulAppartement","Remuneration","Difficile","Autre",2,14.8,9,26.1
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,10.2,10,.
19,"Homme","SciencePo","SeulAppartement","Multi-sources","Correcte","Autre",2,13.8,10,26.9
19,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,9.7,11,33.6
19,"Homme","Litteraire","Familial","Famille","Correcte","Autre",5,9,11,29.5
19,"Femme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",6,6.9,13,25.5
19,"Femme","Scientifique","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,8.4,13,30.2
.,"Homme","Litteraire",.,"Remuneration",.,.,.,13.6,13,.
19,"Homme","Autre","SeulAppartement","Multi-sources","Difficile","Autre",4,10.7,13,36.9
19,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",2,14.3,13,21.7
.,"Femme","Autre",.,"Famille",.,.,.,5.8,14,.
.,"Femme","Autre",.,"Multi-sources",.,.,.,12,14,.
19,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,12.9,14,29
19,"Femme","Autre","ResidenceU","Remuneration","Difficile","Au moins 1 etudes sup",4,10.9,14,26.5
.,"Femme","Scientifique",.,"Famille",.,.,.,4.6,15,.
19,"Femme","Scientifique","Collocation","Famille","Correcte","Autre",3,11.6,15,26.3
.,"Femme","Autre",.,"Multi-sources",.,.,.,12.1,15,.
19,"Homme","Scientifique","SeulAppartement","Famille","Correcte","Autre",3,12.4,16,24.4
19,"Femme","SciencePo","SeulAppartement","Remuneration","Correcte","Autre",5,8.7,16,24.3
.,"Homme","Autre",.,"Famille",.,.,.,9.9,17,.
.,"Femme","Litteraire",.,"Remuneration",.,.,.,10.3,17,.
19,"Femme","Autre","Collocation","Famille","Correcte","Au moins 1 etudes sup",5,7.9,18,29.3
19,"Femme","Scientifique","Familial","Famille","Correcte","Autre",5,7.7,18,24
19,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Autre",4,10.4,18,27.6
19,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,9.9,18,22.4
19,"Homme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,12.8,18,30.5
19,"Femme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",5,9,19,22.7
19,"Femme","Scientifique","Collocation","Remuneration","Confortable","Autre",4,10.8,19,22.8
19,"Femme","Scientifique","Collocation","Famille","Correcte","Autre",5,8.9,19,28.2
.,"Femme","Scientifique",.,"Famille",.,.,.,11.5,20,.
19,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",4,9.5,20,27.3
.,"Femme","Scientifique",.,"Famille",.,.,.,5.7,20,.
19,"Femme","Litteraire","Collocation","Remuneration","Confortable","Au moins 1 etudes sup",4,11.1,21,25.1
19,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",4,9.8,21,24.5
19,"Femme","SciencePo","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",4,11,21,28.1
.,"Femme","Scientifique",.,"Remuneration",.,.,.,9.5,21,.
.,"Femme","Scientifique",.,"Famille",.,.,.,5.7,22,.
19,"Femme","Scientifique","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",3,11.6,22,31.5
19,"Femme","SciencePo","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",4,10,22,29
19,"Homme","Litteraire","Collocation","Multi-sources","Correcte","Autre",2,13.8,22,31.7
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.6,22,.
19,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",2,13.5,22,30.8
.,"Femme","Litteraire",.,"Remuneration",.,.,.,12.6,23,.
19,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",4,10.9,23,26.2
19,"Femme","SciencePo","ResidenceU","Remuneration","Difficile","Autre",3,13.1,23,26.2
19,"Homme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",1,16.1,23,26.9
19,"Homme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.5,24,25.5
19,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",3,11.4,24,32.6
19,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,9.7,25,31
19,"Femme","Scientifique","Autre","Famille","Confortable","Autre",4,10,25,27.6
.,"Femme","Litteraire",.,"Famille",.,.,.,9.9,25,.
19,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",3,12.1,25,32.1
19,"Homme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",3,12.9,26,32.1
19,"Femme","Litteraire","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",4,9.3,27,25.9
19,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,12.3,27,31.4
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.8,27,.
19,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,8.2,28,25.3
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,10.5,28,.
19,"Homme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",2,13.4,28,31
19,"Femme","Autre","Familial","Famille","Correcte","Au moins 1 etudes sup",6,6.1,29,32.3
.,"Femme","Litteraire",.,"Famille",.,.,.,12.1,29,.
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,6.1,29,.
19,"Femme","SciencePo","Autre","Remuneration","Correcte","Autre",4,9.6,29,28.2
19,"Homme","Scientifique","Autre","Famille","Confortable","Autre",4,10.1,30,31
19,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",5,8.7,30,27.1
19,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",3,12.5,30,26.2
19,"Femme","Litteraire","SeulAppartement","Remuneration","Difficile","Autre",3,11.5,30,26.8
19,"Homme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.1,31,25.4
19,"Homme","Litteraire","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",3,11.7,31,31.2
19,"Femme","SciencePo","Collocation","Remuneration","Difficile","Autre",3,13,33,29.5
19,"Homme","SciencePo","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",5,9,34,29.3
19,"Femme","Autre","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",5,7.6,34,32.3
19,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,7.1,34,26.2
19,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",4,9.6,34,24.8
19,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",4,9.9,35,27.3
19,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,6.8,38,31.5
19,"Femme","Autre","Collocation","Remuneration","Difficile","Autre",3,11.4,38,25.1
.,"Femme","Litteraire",.,"Famille",.,.,.,11.6,39,.
19,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",4,10.4,39,31.5
19,"Homme","Litteraire","SeulAppartement","Famille","Correcte","Autre",3,11.8,40,35.2
19,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",6,6.2,40,27.3
.,"Femme","Litteraire",.,"Famille",.,.,.,8.6,41,.
19,"Femme","Litteraire","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",4,10.2,41,26.6
19,"Femme","Litteraire","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,9.1,41,28.5
19,"Homme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",2,14.3,41,28.6
19,"Homme","Scientifique","Collocation","Remuneration","Difficile","Autre",2,13.7,41,28.6
19,"Femme","Scientifique","Familial","Famille","Correcte","Autre",5,8.4,42,29.3
19,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",4,10.6,42,29.4
.,"Femme","Autre",.,"Remuneration",.,.,.,10,42,.
19,"Homme","Litteraire","Familial","Famille","Confortable","Autre",4,10.2,43,30.5
19,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,6.9,43,27.1
19,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",3,11.9,43,27.9
19,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,9.8,43,27.4
19,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",5,8.5,43,32
.,"Homme","Scientifique",.,"Famille",.,.,.,13.1,44,.
19,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",5,8.9,45,29
19,"Femme","SciencePo","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,8.3,45,28.5
19,"Homme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",3,11.7,45,27.7
19,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",4,10.7,45,28.6
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.5,45,.
19,"Femme","SciencePo","ResidenceU","Multi-sources","Confortable","Au moins 1 etudes sup",4,11.3,46,24.3
19,"Femme","Scientifique","Familial","Famille","Correcte","Au moins 1 etudes sup",8,2.1,46,22.2
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,7.6,46,.
19,"Femme","Autre","Collocation","Remuneration","Difficile","Autre",4,10.5,46,33.9
19,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,6.6,47,29.1
19,"Homme","Scientifique","Autre","Famille","Correcte","Autre",3,11.5,47,28.8
19,"Femme","Scientifique","Autre","Remuneration","Difficile","Autre",4,11.1,47,29.1
19,"Femme","Scientifique","ResidenceU","Multi-sources","Confortable","Autre",3,11.4,48,23.6
19,"Femme","Litteraire","Familial","Famille","Correcte","Autre",6,6.3,48,24.9
.,"Femme","SciencePo",.,"Remuneration",.,.,.,12.1,48,.
19,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,7.1,49,32.4
19,"Femme","Litteraire","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,6.9,50,26.2
19,"Femme","Scientifique","Familial","Famille","Correcte","Autre",5,9.2,50,26.2
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.1,50,.
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,9.6,51,.
.,"Femme","Litteraire",.,"Remuneration",.,.,.,12.3,51,.
19,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Autre",4,9.4,52,23.4
19,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",3,11.5,52,23.8
19,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",5,9.1,52,28.1
