"Num_Acc","catu","grav","sexe","an_nais"
201800000097,1,3,1,1961
201800000098,1,2,1,1999
201800000098,1,1,1,1932
201800000098,1,1,1,1935
201800000099,1,3,1,1999
201800000099,1,1,1,1964
201800000100,1,1,1,1998
201800000100,1,3,2,1950
201800000100,1,1,1,1966
201800000101,1,4,2,1987
201800000102,1,1,2,1954
201800000102,3,4,1,2012
201800000103,1,4,1,1962
201800000103,2,4,2,1986
201800000103,2,4,2,1992
201800000103,2,1,2,1971
201800000103,1,1,1,1962
201800000104,1,1,2,1954
201800000104,3,3,2,1946
201800000105,1,3,1,1966
201800000105,1,1,1,1960
201800000106,1,1,1,1967
201800000106,3,4,1,2012
201800000107,1,1,2,1986
201800000107,1,4,2,1994
201800000108,1,3,1,1979
201800000108,1,1,1,1995
201800000109,1,4,1,1977
201800000109,1,1,1,1975
201800000109,1,1,1,1962
201800000110,1,1,1,1985
201800000110,1,3,1,1992
201800000111,1,3,2,1955
201800000112,1,1,1,1947
201800000112,2,1,1,1944
201800000112,2,3,2,1950
201800000112,1,1,1,1960
201800000112,1,1,1,1970
201800000113,1,2,1,2001
201800000113,1,1,1,1986
201800000114,1,3,1,1972
201800000114,1,3,1,1989
201800000114,2,3,1,1990
201800000115,1,4,1,2001
201800000115,2,4,2,1999
201800000115,2,3,2,2001
201800000116,1,3,1,1984
201800000117,1,3,2,1975
201800000118,1,1,1,1995
201800000118,2,3,1,1996
201800000119,1,1,2,1992
201800000119,1,2,1,1948
201800000120,1,1,1,1996
201800000120,2,3,2,1999
201800000121,1,1,1,1995
201800000121,2,1,1,1996
201800000121,2,1,1,1991
201800000121,2,4,1,1995
201800000122,1,2,1,1945
201800000123,1,4,1,1997
201800000123,2,4,1,1997
201800000123,2,4,1,1996
201800000123,2,4,1,1988
201800000124,1,3,2,1982
201800000125,1,1,1,1990
201800000125,1,3,1,2003
201800000126,1,1,2,1999
201800000126,1,3,1,1950
201800000126,2,3,2,2002
201800000127,1,3,1,1970
201800000128,1,3,1,1992
201800000129,1,3,1,1994
201800000129,1,1,1,1991
201800000130,1,3,1,1991
201800000131,1,3,1,1965
201800000131,1,1,1,1948
201800000132,1,4,1,1982
201800000133,1,1,2,1999
201800000133,1,3,1,1976
201800000134,1,4,2,1959
201800000134,1,1,1,1952
201800000135,1,3,1,1984
201800000136,1,1,1,2001
201800000136,2,3,2,2002
201800000136,1,1,1,1990
201800000137,1,1,1,1955
201800000137,3,4,2,1936
201800000138,1,4,1,1987
201800000138,1,1,1,1990
201800000138,1,1,1,1969
201800000138,1,1,2,1990
201800000138,1,1,1,1984
201800000139,1,4,1,1992
201800000139,2,1,2,1998
201800000139,2,4,1,1994
201800000139,2,3,2,1996
201800000139,1,4,2,1991
201800000139,2,1,1,1986
201800000140,1,1,2,1999
201800000140,1,4,1,1986
201800000141,1,4,2,1954
201800000141,2,1,2,1959
201800000141,2,1,2,1962
201800000141,1,1,2,1973
201800000142,1,1,1,1963
201800000142,2,4,1,1969
201800000142,1,1,1,1963
201800000142,1,1,1,1983
201800000143,1,1,1,1956
201800000143,1,3,2,1980
201800000144,1,1,2,1957
201800000144,1,1,1,1966
201800000144,2,4,2,1972
201800000145,1,3,1,1978
201800000145,2,4,1,2002
201800000146,1,3,1,2002
201800000146,1,1,1,1972
201800000147,1,3,1,1992
201800000148,1,4,1,1990
201800000149,1,4,1,1972
201800000150,1,1,1,1965
201800000150,1,4,1,1937
201800000151,1,4,1,1999
201800000151,1,3,2,1993
201800000151,2,4,1,1991
201800000152,1,1,1,1967
201800000152,1,4,1,2000
201800000153,1,4,1,1988
201800000154,1,1,1,1949
201800000154,1,4,1,1999
201800000155,1,4,2,1997
201800000156,1,3,1,1956
201800000156,2,1,1,2004
201800000157,1,1,1,1981
201800000157,1,3,2,1962
201800000157,1,1,1,1956
201800000158,1,3,1,1962
201800000159,1,1,1,1952
201800000159,1,3,1,1997
201800000160,1,2,1,1993
201800000161,1,3,2,1982
201800000162,1,1,2,1996
201800000162,2,3,1,1999
201800000162,1,1,1,1980
201800000163,1,1,2,1988
201800000163,3,3,1,1974
201800000164,1,3,2,1966
201800000165,1,1,1,1991
201800000165,3,2,1,1997
201800000166,1,1,1,1946
201800000166,1,3,1,2001
201800000167,1,3,1,1963
201800000167,1,1,2,1962
201800000168,1,1,1,1940
201800000168,3,3,1,1963
201800000169,1,4,1,1997
201800000169,1,4,1,1967
201800000169,2,4,1,1996
201800000170,1,1,1,1961
201800000170,1,4,2,1989
201800000170,2,1,1,2014
201800000171,1,3,1,1998
201800000171,1,1,1,1981
201800000172,1,3,1,1967
201800000172,2,3,2,1966
201800000173,1,3,2,1993
201800000174,1,3,1,1985
201800000174,2,3,2,1990
201800000174,1,1,1,1970
201800000175,1,3,1,1975
201800000175,1,3,1,1968
201800000175,2,3,2,1967
201800000176,1,4,1,1958
201800000176,2,4,2,1960
201800000177,1,3,1,1991
201800000177,1,1,1,1965
201800000178,1,3,1,1966
201800000179,1,3,1,1954
201800000179,1,1,1,1998
201800000179,2,1,2,1998
201800000180,1,3,1,1970
201800000180,1,1,1,1988
201800000181,1,1,1,1987
201800000181,1,4,1,1970
201800000182,1,3,2,1966
201800000183,1,1,1,1967
201800000183,1,4,2,1946
201800000183,2,4,1,1955
201800000184,1,4,2,1998
201800000184,2,4,2,1997
201800000184,1,1,1,1977
201800000185,1,2,1,1997
201800000186,1,3,1,1967
201800000186,1,4,1,1984
201800000186,2,1,2,1972
201800000186,2,4,2,1964
201800000187,1,1,1,1974
201800000187,1,2,1,1960
201800000188,1,1,2,1982
201800000188,3,4,2,2013
201800000189,1,1,1,1970
201800000189,1,3,1,1993
201800000190,1,4,1,1998
201800000191,1,1,1,1958
201800000191,1,3,2,1970
201800000191,2,4,2,2002
201800000192,1,1,1,1986
201800000192,1,1,2,1985
201800000192,2,3,1,2012
201800000192,2,2,1,2010
201800000193,1,3,2,1993
201800000193,1,4,2,1998
201800000194,1,3,1,1967
201800000195,1,3,1,2003
201800000195,1,1,1,2001
201800000196,1,1,2,1935
201800000196,3,3,1,2014
201800000197,1,1,2,1966
201800000197,2,1,1,1996
201800000197,1,3,1,2000
201800000198,1,3,1,1964
201800000199,1,4,1,1950
201800000199,2,3,2,1956
201800000199,1,3,1,1988
201800000199,2,1,1,1993
201800000200,1,1,2,1986
201800000200,3,4,2,1998
201800000201,1,3,1,1957
201800000201,1,2,2,1960
201800000202,1,1,1,1984
201800000202,1,3,1,1964
201800000203,1,3,1,2001
201800000203,1,1,1,1985
201800000204,1,1,1,1980
201800000204,1,3,1,1980
201800000205,1,3,1,2002
201800000206,1,3,1,1996
201800000207,1,3,1,2002
201800000207,1,1,2,1989
201800000208,1,1,1,1955
201800000208,3,3,1,1954
201800000209,1,1,2,1995
201800000209,1,3,1,2006
201800000210,1,4,1,1981
201800000210,1,1,1,1982
201800000211,1,4,1,2000
201800000211,1,1,1,1974
201800000212,1,3,1,1950
201800000212,1,1,2,1976
201800000212,1,1,1,1983
201800000213,1,1,1,1947
201800000213,1,4,2,2005
201800000213,1,4,1,2003
201800000214,1,2,1,1932
201800000215,1,4,1,1996
201800000215,1,4,2,1995
201800000216,1,3,1,2007
201800000216,1,1,1,1967
201800000217,1,1,1,1943
201800000217,3,3,1,1954
201800000218,1,1,1,1999
201800000218,2,3,2,1995
201800000218,2,1,2,2002
201800000218,2,1,1,1998
201800000219,1,1,2,1958
201800000219,1,4,2,1963
201800000220,1,4,1,1989
201800000221,1,3,2,1978
201800000222,1,3,1,1957
201800000222,1,1,1,1961
201800000223,1,1,1,1965
201800000223,3,3,1,2006
201800000224,1,1,1,1965
201800000224,2,3,2,1969
201800000224,2,1,2,1999
201800000224,2,1,2,1979
201800000224,2,1,2,2009
201800000224,2,3,2,1965
201800000225,1,3,1,1998
201800000226,1,3,1,1993
201800000226,1,1,1,1957
201800000227,1,1,1,1994
201800000227,1,1,1,1981
201800000227,2,3,2,1997
201800000227,2,1,2,2017
201800000227,2,1,1,2014
201800000227,2,2,2,1962
201800000228,1,4,1,1991
201800000228,1,1,2,1996
201800000229,1,1,2,1970
201800000229,1,2,1,1991
201800000229,1,1,1,1953
201800000229,2,1,2,1956
201800000229,2,1,1,1957
201800000229,1,1,1,1966
201800000229,2,1,2,1960
201800000230,1,3,2,1995
201800000231,1,3,1,2003
201800000231,1,1,1,1998
201800000231,2,1,2,1974
201800000232,1,2,1,1996
201800000232,2,2,1,1996
201800000232,1,3,1,1978
201800000233,1,1,1,1956
201800000233,1,4,1,1995
201800000233,1,1,1,1957
201800000234,1,1,1,1979
201800000234,3,3,1,1975
201800000235,1,4,1,1986
201800000235,2,3,2,1954
201800000236,1,4,2,1993
201800000236,1,4,1,1976
201800000237,1,4,1,1993
201800000237,1,3,2,1979
201800000238,1,3,2,1988
201800000238,2,2,2,2016
201800000238,2,2,2,2014
201800000238,2,3,1,2018
201800000238,1,3,1,1971
201800000238,2,3,1,1971
201800000239,1,1,1,1965
201800000239,1,2,1,1966
201800000239,1,1,1,1961
201800000239,2,1,1,1972
201800000239,2,1,2,2000
201800000240,1,3,1,1975
201800000241,1,3,1,1962
201800000242,1,2,1,1983
201800000243,1,4,1,2002
201800000243,1,1,1,1988
201800000243,2,1,1,1996
201800000244,1,1,1,1982
201800000244,1,3,2,1959
201800000245,1,1,1,1999
201800000245,2,4,1,1999
201800000245,2,4,1,2001
201800000245,2,1,2,2001
201800000246,1,3,1,2000
201800000247,1,4,1,1979
201800000248,1,1,1,1956
201800000248,2,1,2,1957
201800000248,1,3,1,1981
201800000249,1,1,1,1983
201800000249,1,3,1,1941
201800000250,1,4,1,1998
201800000250,2,4,1,1993
201800000251,1,3,1,1988
201800000252,1,3,1,1937
201800000252,2,4,2,1938
201800000253,1,1,1,1947
201800000253,2,4,1,1951
201800000254,1,1,1,1974
201800000254,1,4,1,1986
201800000255,1,1,2,1942
201800000255,2,1,2,1934
201800000255,1,3,1,1947
201800000256,1,1,1,1985
201800000256,1,3,1,2001
201800000256,2,4,1,2003
201800000257,1,4,2,1995
201800000257,1,3,1,1996
201800000258,1,1,2,1986
201800000258,1,3,1,1957
201800000259,1,4,2,1971
201800000259,2,4,2,2013
201800000259,2,4,2,2003
201800000259,2,4,2,2006
201800000259,1,3,2,1949
201800000260,1,4,1,1957
201800000260,2,1,2,1986
201800000260,2,1,2,2009
201800000260,1,1,1,1942
201800000261,3,4,1,1947
201800000262,1,3,1,1932
201800000262,1,1,1,1964
201800000263,1,4,1,1984
201800000263,2,4,2,1979
201800000264,1,4,1,1972
201800000264,1,1,1,1954
201800000265,1,3,2,1938
201800000266,1,2,1,1992
201800000266,1,1,2,1946
201800000267,1,3,1,1986
201800000267,1,1,1,1938
201800000268,1,3,2,1999
201800000268,1,1,1,1998
201800000269,1,3,1,1995
201800000270,1,4,1,1996
201800000270,2,3,1,1993
201800000270,1,3,1,1964
201800000271,1,4,2,1996
201800000271,1,1,1,1975
201800000272,1,3,1,1993
201800000273,1,3,1,1944
201800000274,1,3,1,1970
201800000274,2,1,2,2001
201800000274,2,3,2,2006
201800000275,1,3,1,1996
201800000275,1,3,1,1978
201800000276,1,1,1,1973
201800000276,1,4,1,1982
201800000277,1,1,2,1991
201800000277,2,1,1,1990
201800000277,1,3,2,1944
201800000278,1,3,1,1962
201800000279,1,4,1,2002
201800000279,1,1,1,1992
201800000280,1,3,2,1962
201800000281,1,1,2,1994
201800000281,3,4,2,1964
201800000282,1,1,2,1997
201800000282,3,4,1,1948
201800000283,1,2,1,1983
201800000284,1,1,1,1997
201800000284,1,4,1,2003
201800000285,1,1,1,1969
201800000285,1,3,1,1997
201800000286,1,2,1,1991
201800000287,1,3,2,2001
201800000288,1,4,2,1987
201800000289,1,1,1,1983
201800000289,2,1,1,1964
201800000289,1,3,2,1959
201800000290,1,1,1,1961
201800000290,3,2,1,1948
201800000291,1,1,2,1973
201800000291,3,3,1,1942
201800000292,1,4,1,1999
201800000292,2,4,1,1999
201800000292,2,4,2,1999
201800000292,1,1,2,1996
201800000292,2,1,2,1958
201800000292,1,3,1,1964
201800000292,1,1,1,1967
201800000293,1,1,1,1998
201800000293,3,3,1,1989
201800000294,1,3,1,1991
201800000294,1,4,2,1967
201800000295,1,1,1,1985
201800000295,1,3,1,1944
201800000295,2,1,2,2003
201800000295,1,1,1,1998
201800000296,1,1,1,1978
201800000296,3,3,1,1975
201800000297,1,3,1,1983
201800000298,1,1,2,1988
201800000298,3,4,2,1957
201800000299,1,4,1,1989
201800000300,1,3,1,1968
201800000301,1,4,1,1974
201800000301,1,1,2,1967
201800000302,1,3,1,1989
201800000303,1,1,1,1977
201800000303,3,4,1,1976
201800000304,1,1,2,1986
201800000304,3,3,1,1948
201800000305,1,1,2,1963
201800000305,1,4,2,1962
201800000306,1,3,2,1958
201800000307,1,1,1,1968
201800000307,1,1,1,1997
201800000307,2,3,2,1970
201800000308,1,4,2,1999
201800000308,1,4,1,1979
201800000309,1,3,1,1975
201800000309,1,1,1,1991
201800000310,1,3,1,1998
201800000311,1,1,2,1995
201800000311,1,3,1,1946
201800000312,1,1,1,1960
201800000312,1,3,1,1992
201800000313,1,1,1,1989
201800000313,1,3,1,1990
201800000314,1,3,1,1990
201800000314,1,1,2,1975
201800000315,1,1,1,1978
201800000315,3,4,1,1975
201800000316,1,3,1,1996
201800000317,1,3,1,1951
201800000318,1,1,1,1929
201800000318,3,3,2,1968
201800000319,1,4,1,1966
201800000319,1,1,2,1986
201800000319,1,1,1,1978
201800000320,1,4,2,1964
201800000320,1,1,2,1981
201800000321,1,4,1,1995
201800000321,2,1,1,1991
201800000322,1,3,1,1980
201800000322,1,4,1,1996
201800000322,2,3,2,2000
201800000323,1,1,2,1973
201800000323,1,4,1,1976
201800000324,1,4,2,1994
201800000324,1,1,1,1962
201800000325,1,3,2,1968
201800000325,1,1,1,1989
201800000326,1,3,2,1949
201800000326,1,1,1,1991
201800000327,1,3,1,1997
201800000328,1,1,2,1946
201800000328,1,3,1,1951
201800000329,1,4,1,1994
201800000329,1,4,2,1995
201800000329,1,1,2,1967
201800000330,1,3,1,1972
201800000331,1,1,1,1974
201800000331,1,4,2,1965
201800000332,1,4,1,1983
201800000333,1,1,1,1999
201800000333,2,4,2,1999
201800000334,1,3,1,1946
201800000334,1,1,1,1990
201800000335,1,3,1,1963
201800000335,1,1,1,1989
201800000336,1,4,2,1973
201800000336,1,1,1,1956
201800000337,1,4,2,1950
201800000337,2,4,1,2002
201800000337,1,4,1,1967
201800000338,1,1,1,1962
201800000338,1,4,1,1962
201800000339,1,3,1,1987
201800000339,1,1,2,1974
201800000340,1,4,1,1956
201800000340,1,3,1,1994
201800000341,1,1,1,1985
201800000341,1,3,1,1966
201800000341,1,1,1,1963
201800000341,1,1,1,1964
201800000342,1,4,1,1977
201800000342,1,4,1,1970
201800000343,1,3,1,1946
201800000343,1,4,1,1981
201800000344,1,4,1,1977
201800000344,2,3,1,1955
201800000344,2,4,1,1964
201800000344,2,3,1,2006
201800000345,1,4,1,2002
201800000346,1,2,1,1960
201800000346,1,4,1,1961
201800000347,1,3,1,1983
201800000348,1,3,1,1970
201800000348,1,1,1,1991
201800000349,1,1,1,1984
201800000349,1,3,1,1998
201800000350,1,3,2,1994
201800000351,1,3,1,1964
201800000351,1,1,2,1980
201800000351,2,1,1,1982
201800000351,2,1,1,2012
201800000351,2,1,2,2013
201800000352,1,1,2,1949
201800000352,1,4,1,1963
201800000353,1,4,1,1996
201800000354,1,1,1,1993
201800000354,2,3,2,1996
201800000355,1,1,1,1988
201800000355,1,3,2,1986
201800000356,1,2,1,1935
201800000356,1,1,1,1971
201800000357,1,2,2,1939
201800000357,1,1,1,2000
201800000358,1,3,1,1962
201800000359,1,3,1,1969
201800000359,2,4,2,1972
201800000359,2,4,1,2008
201800000359,1,1,1,1979
201800000360,1,1,1,1996
201800000360,3,3,1,1994
201800000361,1,1,1,1935
201800000361,1,3,1,1938
201800000362,1,3,1,1954
201800000362,1,1,1,1966
201800000362,1,4,2,1993
201800000363,1,3,1,1983
201800000363,2,1,1,2005
201800000363,1,1,1,1961
201800000363,1,1,1,1961
201800000363,2,1,2,1954
201800000364,1,3,1,2001
201800000365,1,3,1,2000
201800000366,1,2,2,1930
201800000367,1,2,1,1949
201800000368,1,3,1,1992
201800000368,1,1,1,1991
201800000369,1,3,1,2001
201800000369,1,1,2,1977
201800000370,1,4,1,1958
201800000370,1,4,1,1952
201800000371,1,1,1,1950
201800000371,1,3,1,1980
201800000372,1,1,1,1963
201800000372,2,4,2,1963
201800000372,1,4,1,1995
201800000373,1,1,1,1983
201800000373,3,2,2,1945
201800000374,1,3,1,1979
201800000375,1,4,1,1995
201800000375,2,4,1,1997
201800000375,2,3,1,1996
201800000375,2,4,1,1995
201800000376,1,3,1,1995
201800000376,1,1,2,1938
201800000377,1,3,1,1971
201800000378,1,1,1,1968
201800000378,1,3,1,1947
201800000379,1,3,2,1973
201800000379,1,4,2,1957
201800000380,1,1,1,1994
201800000380,2,1,2,1962
201800000380,1,3,1,1986
201800000381,1,3,2,1983
201800000381,1,4,1,1992
201800000382,1,1,1,1985
201800000382,1,4,1,1947
201800000382,2,3,2,1960
201800000383,1,1,2,1960
201800000383,1,4,1,1971
201800000383,2,3,2,1972
201800000384,1,3,1,1991
201800000385,1,1,1,1994
201800000385,1,3,1,1982
201800000386,1,1,2,1983
201800000386,2,4,2,2001
201800000386,2,4,2,2003
201800000386,2,1,2,2002
201800000386,2,1,1,2002
201800000386,2,1,1,2003
201800000386,1,1,1,1962
201800000387,1,1,1,1985
201800000387,1,3,1,1978
201800000387,2,3,2,2001
201800000388,1,2,1,1977
201800000388,2,3,2,2004
201800000388,1,1,1,1994
201800000388,1,3,2,1942
201800000389,1,3,1,1989
201800000390,1,1,1,1997
201800000390,1,3,2,1959
201800000391,1,3,1,1993
201800000392,1,1,2,1971
201800000392,2,1,1,1965
201800000392,2,1,1,1992
201800000392,2,3,2,1995
201800000393,1,2,1,1938
201800000394,1,3,1,1983
201800000395,1,1,1,1959
201800000395,3,3,2,1952
201800000396,1,3,1,1985
201800000396,1,1,1,1970
201800000397,1,1,1,1992
201800000397,1,4,1,1965
201800000398,1,3,2,1929
201800000398,1,4,1,1972
201800000399,1,3,2,2000
201800000399,2,2,2,1997
201800000399,2,4,2,2005
201800000399,2,4,2,1970
201800000399,1,4,2,1967
201800000400,1,1,2,1944
201800000400,3,4,1,1954
201800000400,3,3,2,1969
201800000401,1,3,1,1959
201800000401,1,1,1,1977
201800000402,1,3,1,1987
201800000403,1,2,2,1950
201800000403,1,1,1,1982
201800000404,1,3,2,1958
201800000404,1,1,1,1984
201800000405,1,1,1,1954
201800000405,3,3,2,1936
201800000406,1,3,1,1995
201800000407,1,1,1,1972
201800000407,3,4,1,2000
201800000408,1,3,1,1984
201800000409,1,1,1,1972
201800000409,2,4,2,1993
201800000409,1,1,1,2000
201800000410,1,4,1,1975
201800000410,2,3,1,1975
201800000411,1,1,1,1997
201800000411,1,3,2,1974
201800000412,1,1,1,1955
201800000412,1,3,1,2003
201800000413,1,3,2,1994
201800000414,1,3,2,1953
201800000414,1,1,2,1968
201800000415,1,4,2,1969
201800000415,1,1,1,1959
201800000416,1,1,1,1964
201800000416,2,1,1,1961
201800000416,1,3,1,2005
201800000417,1,4,2,1985
201800000417,2,1,2,2016
201800000417,1,1,1,1928
201800000418,1,4,2,1957
201800000418,1,3,1,1976
201800000419,1,3,1,1997
201800000420,1,3,1,1980
201800000421,1,4,1,2001
201800000422,1,4,1,2000
201800000422,1,1,2,1978
201800000423,1,1,1,1986
201800000423,3,4,1,1987
201800000424,1,1,1,1980
201800000424,3,3,2,2003
201800000425,1,2,1,1980
201800000426,1,3,1,1997
201800000426,1,1,1,1998
201800000427,1,1,1,1972
201800000427,1,4,2,1997
201800000427,2,4,2,1997
201800000427,2,4,1,2016
201800000428,1,1,1,1925
201800000428,1,4,1,1992
201800000429,1,3,1,1999
201800000430,1,1,1,1942
201800000430,1,3,1,1969
201800000431,1,4,2,1989
201800000431,2,4,2,1978
201800000431,1,1,1,1971
201800000431,1,4,2,1979
201800000431,2,4,2,2010
201800000431,2,4,2,2017
201800000432,1,1,1,1996
201800000432,2,4,2,1999
201800000432,1,1,2,1996
201800000433,1,1,2,1972
201800000433,2,1,1,2005
201800000433,1,4,2,1967
201800000434,1,4,1,1977
201800000435,1,1,1,1969
201800000435,2,1,1,1963
201800000435,1,3,1,1993
201800000436,1,1,2,1941
201800000436,3,3,1,1970
201800000437,1,1,1,1979
201800000437,1,1,2,1983
201800000437,2,4,1,1984
201800000438,1,1,2,1935
201800000438,2,4,1,1928
201800000439,1,3,1,1994
201800000440,1,1,1,1986
201800000440,1,4,1,1988
201800000441,1,1,1,1965
201800000441,1,4,1,1982
201800000442,1,1,1,1976
201800000442,1,3,1,2004
201800000443,1,2,1,2000
201800000443,1,1,1,1997
201800000443,2,1,2,1996
201800000444,1,2,1,1971
201800000445,1,3,1,1965
201800000445,1,4,1,1991
201800000446,1,1,1,1982
201800000446,1,1,1,1983
201800000446,2,4,2,1983
201800000446,2,4,2,2013
201800000446,2,1,2,2010
201800000446,2,1,2,2016
201800000447,1,1,1,1951
201800000447,3,4,1,1943
201800000448,1,3,2,1997
201800000449,1,1,1,1978
201800000449,1,4,1,1956
201800000449,2,4,2,2014
201800000450,1,1,1,1973
201800000450,3,3,1,1943
201800000451,1,3,1,1993
201800000452,1,4,1,1976
201800000452,2,3,1,1980
201800000452,2,1,1,2007
201800000452,1,4,2,1965
201800000453,1,2,2,1995
201800000453,1,1,1,1993
201800000454,1,4,1,1988
201800000454,2,3,1,1971
201800000454,1,1,2,1990
201800000455,1,1,1,1999
201800000455,3,3,2,1968
201800000456,1,1,2,1949
201800000456,1,4,1,1937
201800000457,1,4,2,1974
201800000457,1,1,1,1978
201800000458,1,3,1,1985
201800000458,1,1,2,1973
201800000458,2,1,1,2002
201800000459,1,2,1,1987
201800000459,1,4,1,1961
201800000460,1,1,1,1989
201800000460,3,4,1,1937
201800000461,1,4,1,1996
201800000462,1,1,2,1994
201800000462,1,4,1,1962
201800000463,1,4,1,1979
201800000463,2,3,2,1981
201800000463,1,4,1,1969
201800000464,1,3,1,1980
201800000464,1,4,2,1981
201800000465,1,4,2,1941
